PROBE_DESIGN_ID	HITS_OREO_ILLUMINA
572981_0442_0600	1
572981_0451_0443	1
572981_0346_0204	1
572981_0343_0189	1
572981_0338_0268	2
572981_0233_0499	1
572981_0383_0397	1
572981_0122_0404	2
572981_0381_0341	1
572981_0003_0269	2
572981_0381_0473	2
572981_0227_0109	1
572981_0321_0517	1
572981_0274_0518	1
572981_0187_0143	1
572981_0299_0191	1
572981_0215_0615	1
572981_0340_0060	1
572981_0155_0225	1
572981_0226_0272	1
572981_0004_0402	1
572981_0375_0443	1
572981_0134_0482	1
572981_0232_0072	1
572981_0083_0203	1
572981_0362_0374	1
572981_0162_0364	1
572981_0226_0456	1
572981_0208_0216	1
572981_0375_0401	1
572981_0088_0366	1
572981_0093_0165	1
572981_0278_0116	1
572981_0283_0033	1
572981_0320_0332	1
572981_0377_0449	1
572981_0331_0527	1
572981_0420_0538	1
572981_0449_0111	1
572981_0251_0335	1
572981_0317_0251	1
572981_0302_0310	1
572981_0065_0471	1
572981_0193_0481	1
572981_0201_0277	1
572981_0195_0133	1
572981_0272_0426	1
572981_0417_0003	1
572981_0414_0304	1
572981_0350_0342	1
572981_0390_0576	1
572981_0195_0031	1
572981_0421_0029	1
572981_0336_0630	1
572981_0169_0473	1
572981_0331_0171	1
572981_0268_0136	1
572981_0127_0305	1
572981_0106_0582	1
572981_0152_0486	1
572981_0366_0486	1
572981_0101_0157	1
572981_0209_0491	1
572981_0229_0511	1
572981_0282_0404	2
572981_0197_0543	2
572981_0147_0139	2
572981_0030_0296	1
572981_0268_0442	1
572981_0090_0532	2
572981_0424_0558	2
572981_0220_0348	2
572981_0333_0057	1
572981_0385_0183	1
572981_0412_0218	1
572981_0354_0304	1
572981_0208_0346	1
572981_0259_0483	1
572981_0010_0618	1
572981_0278_0340	1
572981_0333_0133	1
572981_0144_0492	1
572981_0044_0248	1
572981_0227_0239	1
572981_0395_0537	1
572981_0068_0024	1
572981_0312_0364	1
572981_0023_0115	1
572981_0386_0390	1
572981_0030_0052	1
572981_0436_0166	1
572981_0410_0232	1
572981_0256_0404	1
572981_0358_0580	1
572981_0356_0338	1
572981_0414_0498	1
572981_0141_0175	1
572981_0149_0317	1
572981_0145_0185	1
572981_0429_0315	1
572981_0372_0546	1
572981_0291_0579	1
572981_0225_0219	1
572981_0356_0606	1
572981_0260_0372	1
572981_0003_0335	1
572981_0339_0203	1
572981_0095_0161	1
572981_0382_0082	1
572981_0159_0173	1
572981_0261_0631	1
572981_0418_0326	1
572981_0265_0169	1
572981_0370_0368	1
572981_0398_0052	1
572981_0033_0603	1
572981_0067_0075	1
572981_0039_0193	1
572981_0288_0292	1
572981_0010_0300	1
572981_0403_0507	1
572981_0236_0544	1
572981_0357_0331	1
572981_0062_0094	1
572981_0279_0343	1
572981_0440_0630	1
572981_0415_0221	1
572981_0079_0131	1
572981_0290_0516	1
572981_0077_0279	1
572981_0250_0410	1
572981_0262_0380	3
572981_0394_0484	1
572981_0240_0424	1
572981_0391_0215	1
572981_0323_0585	1
572981_0115_0059	1
572981_0339_0057	1
572981_0120_0392	1
572981_0249_0375	1
572981_0349_0515	1
572981_0188_0212	1
572981_0139_0411	1
572981_0117_0357	1
572981_0056_0052	1
572981_0195_0579	1
572981_0285_0455	1
572981_0021_0543	1
572981_0341_0283	1
572981_0285_0411	1
572981_0149_0361	1
572981_0025_0239	1
572981_0107_0053	1
572981_0077_0531	1
572981_0288_0394	1
572981_0128_0196	1
572981_0318_0266	1
572981_0414_0154	2
572981_0049_0197	2
572981_0116_0620	1
572981_0291_0629	1
572981_0021_0553	1
572981_0098_0334	1
572981_0211_0205	1
572981_0330_0408	1
572981_0249_0259	1
572981_0031_0103	1
572981_0153_0225	1
572981_0337_0569	1
572981_0414_0066	1
572981_0007_0091	1
572981_0244_0568	1
572981_0451_0249	1
572981_0014_0554	1
572981_0017_0119	1
572981_0119_0403	1
572981_0096_0148	1
572981_0392_0384	1
572981_0284_0158	2
572981_0081_0405	1
572981_0087_0231	1
572981_0409_0093	1
572981_0259_0081	1
572981_0162_0488	1
572981_0347_0083	1
572981_0314_0436	1
572981_0398_0466	1
572981_0202_0246	1
572981_0056_0544	1
572981_0118_0396	1
572981_0319_0609	1
572981_0112_0432	1
572981_0240_0492	1
572981_0065_0603	1
572981_0345_0441	1
572981_0326_0114	1
572981_0395_0511	1
572981_0117_0535	1
572981_0336_0236	1
572981_0311_0567	1
572981_0138_0516	1
572981_0004_0024	1
572981_0127_0405	1
572981_0400_0222	1
572981_0417_0343	1
572981_0150_0342	1
572981_0209_0557	1
572981_0030_0030	1
572981_0089_0051	1
572981_0123_0311	1
572981_0067_0365	1
572981_0139_0139	1
572981_0443_0547	1
572981_0150_0142	1
572981_0282_0390	1
572981_0246_0504	1
572981_0226_0434	1
572981_0402_0506	1
572981_0107_0545	1
572981_0318_0490	1
572981_0391_0543	1
572981_0382_0256	1
572981_0149_0355	1
572981_0120_0200	1
572981_0284_0142	1
572981_0029_0367	1
572981_0446_0068	1
572981_0207_0415	1
572981_0090_0592	1
572981_0177_0153	1
572981_0362_0228	1
572981_0407_0495	1
572981_0205_0625	1
572981_0051_0439	1
572981_0295_0627	1
572981_0216_0384	1
572981_0116_0522	1
572981_0157_0081	1
572981_0152_0502	1
572981_0418_0244	1
572981_0042_0238	1
572981_0018_0554	1
572981_0036_0030	1
572981_0142_0510	1
572981_0437_0143	2
572981_0256_0632	2
572981_0333_0337	1
572981_0415_0419	1
572981_0128_0588	1
572981_0374_0504	1
572981_0447_0487	1
572981_0358_0008	1
572981_0322_0330	1
572981_0454_0046	1
572981_0041_0059	1
572981_0062_0152	1
572981_0386_0210	1
572981_0328_0368	1
572981_0201_0461	1
572981_0288_0460	1
572981_0413_0129	1
572981_0063_0341	1
572981_0391_0505	1
572981_0129_0201	1
572981_0117_0401	1
572981_0006_0206	1
572981_0432_0562	1
572981_0438_0256	1
572981_0392_0608	1
572981_0434_0418	1
572981_0415_0151	1
572981_0355_0155	1
572981_0371_0041	1
572981_0176_0358	1
572981_0261_0265	1
572981_0200_0038	1
572981_0194_0476	1
572981_0298_0118	1
572981_0422_0228	2
572981_0240_0250	2
572981_0039_0329	2
572981_0198_0330	2
572981_0241_0563	2
572981_0093_0391	2
572981_0315_0455	1
572981_0203_0591	1
572981_0137_0553	1
572981_0163_0547	1
572981_0401_0165	1
572981_0198_0072	1
572981_0263_0367	2
572981_0313_0099	1
572981_0033_0343	2
572981_0218_0022	2
572981_0342_0354	1
572981_0288_0192	1
572981_0138_0588	1
572981_0392_0038	1
572981_0104_0074	1
572981_0353_0563	1
572981_0218_0060	1
572981_0164_0030	1
572981_0242_0354	1
572981_0094_0138	1
572981_0330_0580	1
572981_0100_0438	1
572981_0205_0537	1
572981_0299_0509	1
572981_0072_0096	1
572981_0114_0570	2
572981_0345_0271	2
572981_0277_0359	1
572981_0141_0205	1
572981_0019_0619	1
572981_0045_0157	1
572981_0365_0355	1
572981_0363_0137	1
572981_0085_0465	2
572981_0303_0415	1
572981_0289_0441	1
572981_0084_0414	2
572981_0312_0170	1
572981_0037_0287	1
572981_0413_0215	1
572981_0317_0267	1
572981_0404_0506	1
572981_0011_0521	1
572981_0048_0506	1
572981_0264_0226	1
572981_0071_0285	1
572981_0008_0610	1
572981_0412_0032	1
572981_0397_0211	1
572981_0369_0345	1
572981_0320_0582	1
572981_0133_0271	1
572981_0324_0026	1
572981_0345_0543	1
572981_0131_0625	1
572981_0423_0307	1
572981_0417_0573	1
572981_0282_0612	1
572981_0007_0115	1
572981_0179_0365	3
572981_0163_0103	1
572981_0299_0517	1
572981_0324_0366	1
572981_0393_0595	3
572981_0309_0075	2
572981_0159_0463	2
572981_0067_0569	2
572981_0184_0228	2
572981_0204_0352	1
572981_0168_0548	1
572981_0208_0312	1
572981_0369_0585	1
572981_0210_0200	1
572981_0245_0123	1
572981_0306_0222	1
572981_0119_0531	2
572981_0264_0190	2
572981_0338_0316	1
572981_0238_0330	1
572981_0181_0593	1
572981_0457_0107	1
572981_0432_0476	1
572981_0197_0551	1
572981_0338_0436	1
572981_0369_0439	1
572981_0372_0306	1
572981_0368_0284	1
572981_0240_0016	1
572981_0269_0409	1
572981_0211_0603	1
572981_0454_0394	1
572981_0217_0123	1
572981_0188_0546	1
572981_0420_0432	1
572981_0035_0525	1
572981_0052_0346	2
572981_0347_0313	2
572981_0088_0582	1
572981_0059_0279	1
572981_0256_0144	1
572981_0319_0145	1
572981_0344_0314	1
572981_0433_0133	2
572981_0148_0216	1
572981_0299_0571	1
572981_0057_0355	1
572981_0092_0202	1
572981_0047_0477	1
572981_0328_0584	1
572981_0118_0580	1
572981_0273_0151	1
572981_0260_0380	1
572981_0015_0301	1
572981_0398_0374	1
572981_0327_0563	1
572981_0081_0461	1
572981_0087_0011	1
572981_0222_0120	1
572981_0246_0364	1
572981_0411_0175	1
572981_0321_0605	1
572981_0374_0016	1
572981_0066_0410	1
572981_0154_0112	1
572981_0210_0266	1
572981_0139_0253	1
572981_0408_0064	1
572981_0110_0294	1
572981_0021_0341	1
572981_0276_0286	1
572981_0253_0365	1
572981_0126_0566	1
572981_0391_0187	1
572981_0137_0263	1
572981_0364_0546	1
572981_0305_0051	1
572981_0170_0464	1
572981_0172_0250	1
572981_0314_0090	2
572981_0444_0602	1
572981_0273_0317	3
572981_0267_0325	1
572981_0404_0140	1
572981_0130_0484	1
572981_0046_0406	1
572981_0399_0515	1
572981_0158_0082	1
572981_0038_0068	1
572981_0400_0010	2
572981_0113_0121	6
572981_0385_0615	1
572981_0272_0090	1
572981_0285_0165	1
572981_0254_0180	1
572981_0082_0090	1
572981_0372_0508	1
572981_0165_0629	1
572981_0197_0457	1
572981_0426_0108	1
572981_0365_0005	1
572981_0231_0589	1
572981_0290_0028	1
572981_0337_0177	1
572981_0351_0349	1
572981_0108_0340	1
572981_0352_0166	1
572981_0385_0093	1
572981_0251_0569	1
572981_0185_0395	1
572981_0115_0541	1
572981_0257_0275	1
572981_0105_0413	1
572981_0010_0262	1
572981_0386_0086	1
572981_0189_0133	1
572981_0196_0278	1
572981_0134_0500	2
572981_0175_0409	1
572981_0034_0272	2
572981_0302_0478	2
572981_0029_0541	2
572981_0260_0348	1
572981_0291_0295	1
572981_0051_0307	1
572981_0028_0618	1
572981_0420_0106	1
572981_0416_0190	1
572981_0208_0092	1
572981_0420_0286	1
572981_0147_0199	1
572981_0041_0317	1
572981_0266_0308	1
572981_0026_0526	1
572981_0223_0381	1
572981_0171_0229	1
572981_0041_0303	1
572981_0378_0196	1
572981_0256_0240	1
572981_0369_0301	1
572981_0009_0499	1
572981_0022_0036	1
572981_0107_0017	3
572981_0422_0500	3
572981_0028_0074	2
572981_0346_0114	2
572981_0199_0159	2
572981_0221_0379	2
572981_0022_0382	1
572981_0246_0568	1
572981_0444_0174	1
572981_0391_0377	1
572981_0367_0137	1
572981_0148_0222	1
572981_0324_0070	1
572981_0117_0183	1
572981_0275_0303	1
572981_0215_0059	1
572981_0156_0418	4
572981_0079_0233	1
572981_0207_0239	1
572981_0296_0184	1
572981_0054_0518	1
572981_0136_0604	1
572981_0151_0619	1
572981_0453_0283	1
572981_0255_0415	1
572981_0191_0483	1
572981_0230_0140	1
572981_0213_0565	1
572981_0052_0326	1
572981_0023_0299	1
572981_0042_0356	1
572981_0242_0054	1
572981_0424_0410	1
572981_0286_0470	1
572981_0188_0586	1
572981_0106_0454	1
572981_0330_0128	1
572981_0251_0067	1
572981_0264_0474	1
572981_0049_0091	1
572981_0287_0409	1
572981_0197_0467	1
572981_0182_0178	1
572981_0360_0104	1
572981_0450_0036	1
572981_0173_0601	1
572981_0046_0370	1
572981_0334_0376	1
572981_0244_0388	1
572981_0439_0485	1
572981_0268_0018	1
572981_0363_0535	1
572981_0022_0476	1
572981_0260_0118	1
572981_0210_0528	1
572981_0328_0132	1
572981_0407_0069	1
572981_0386_0598	1
572981_0081_0035	1
572981_0148_0296	1
572981_0159_0043	1
572981_0049_0337	1
572981_0217_0309	1
572981_0249_0409	1
572981_0043_0591	1
572981_0172_0174	1
572981_0119_0205	1
572981_0279_0219	1
572981_0433_0053	1
572981_0335_0291	1
572981_0076_0048	1
572981_0280_0254	1
572981_0451_0073	1
572981_0386_0070	1
572981_0282_0290	1
572981_0407_0103	1
572981_0077_0621	1
572981_0116_0362	1
572981_0224_0234	1
572981_0332_0118	1
572981_0157_0035	1
572981_0116_0496	1
572981_0452_0142	1
572981_0383_0461	1
572981_0409_0219	1
572981_0439_0481	1
572981_0204_0114	1
572981_0203_0595	1
572981_0380_0094	1
572981_0442_0588	1
572981_0271_0583	2
572981_0149_0165	1
572981_0427_0479	1
572981_0175_0493	1
572981_0210_0028	1
572981_0275_0155	1
572981_0281_0485	1
572981_0166_0054	1
572981_0234_0538	1
572981_0276_0290	1
572981_0406_0440	1
572981_0435_0505	1
572981_0029_0357	1
572981_0213_0303	1
572981_0344_0306	1
572981_0036_0598	1
572981_0348_0156	1
572981_0445_0393	1
572981_0117_0461	1
572981_0190_0474	1
572981_0028_0204	1
572981_0397_0487	1
572981_0454_0190	1
572981_0171_0063	1
572981_0446_0554	1
572981_0106_0066	1
572981_0306_0330	1
572981_0292_0418	1
572981_0456_0148	1
572981_0017_0449	1
572981_0165_0279	1
572981_0179_0209	1
572981_0204_0442	1
572981_0351_0103	1
572981_0160_0340	1
572981_0418_0176	1
572981_0154_0238	1
572981_0113_0559	1
572981_0300_0506	1
572981_0322_0038	2
572981_0004_0320	1
572981_0163_0019	1
572981_0108_0158	1
572981_0229_0315	1
572981_0004_0360	1
572981_0031_0345	1
572981_0203_0079	1
572981_0038_0226	1
572981_0179_0213	1
572981_0420_0184	1
572981_0050_0518	1
572981_0287_0249	1
572981_0174_0072	1
572981_0026_0128	1
572981_0007_0423	1
572981_0188_0374	1
572981_0137_0375	1
572981_0325_0313	1
572981_0133_0443	1
572981_0070_0234	1
572981_0404_0120	1
572981_0114_0096	1
572981_0165_0295	1
572981_0110_0222	1
572981_0366_0606	1
572981_0201_0341	1
572981_0410_0358	1
572981_0110_0492	1
572981_0034_0626	1
572981_0050_0182	1
572981_0086_0582	1
572981_0143_0099	1
572981_0313_0557	1
572981_0219_0423	1
572981_0394_0480	1
572981_0081_0235	1
572981_0017_0019	1
572981_0146_0528	1
572981_0437_0343	1
572981_0114_0158	1
572981_0027_0345	1
572981_0286_0488	1
572981_0204_0332	1
572981_0120_0130	1
572981_0274_0590	1
572981_0165_0013	1
572981_0174_0082	1
572981_0105_0411	1
572981_0427_0433	1
572981_0012_0532	1
572981_0244_0270	1
572981_0089_0357	1
572981_0354_0372	1
572981_0351_0421	1
572981_0109_0619	1
572981_0047_0269	1
572981_0084_0294	1
572981_0413_0363	1
572981_0115_0319	1
572981_0182_0420	1
572981_0384_0496	1
572981_0387_0033	1
572981_0085_0141	1
572981_0377_0461	1
572981_0112_0442	1
572981_0042_0574	1
572981_0195_0507	1
572981_0221_0273	1
572981_0348_0120	1
572981_0076_0414	1
572981_0043_0151	1
572981_0075_0623	1
572981_0407_0301	1
572981_0391_0245	1
572981_0231_0567	1
572981_0333_0229	1
572981_0363_0529	1
572981_0003_0467	1
572981_0035_0341	1
572981_0062_0574	1
572981_0019_0145	1
572981_0245_0077	1
572981_0276_0412	1
572981_0277_0593	1
572981_0122_0340	1
572981_0350_0196	1
572981_0369_0395	1
572981_0215_0385	1
572981_0240_0028	1
572981_0223_0463	1
572981_0135_0077	1
572981_0433_0165	1
572981_0335_0405	1
572981_0134_0014	1
572981_0248_0312	1
572981_0062_0340	1
572981_0355_0599	1
572981_0304_0044	1
572981_0145_0597	1
572981_0327_0081	1
572981_0250_0210	1
572981_0047_0565	1
572981_0152_0360	1
572981_0197_0407	1
572981_0229_0547	1
572981_0335_0209	1
572981_0288_0056	1
572981_0435_0345	1
572981_0229_0555	1
572981_0363_0409	1
572981_0096_0264	1
572981_0003_0473	1
572981_0391_0135	1
572981_0346_0096	1
572981_0050_0270	1
572981_0248_0258	1
572981_0119_0581	1
572981_0048_0590	1
572981_0434_0380	1
572981_0354_0468	1
572981_0038_0410	1
572981_0401_0457	1
572981_0126_0098	1
572981_0268_0520	1
572981_0177_0223	1
572981_0346_0272	1
572981_0089_0491	1
572981_0081_0373	1
572981_0317_0279	1
572981_0173_0567	1
572981_0392_0596	1
572981_0057_0385	1
572981_0386_0410	1
572981_0414_0124	1
572981_0278_0378	1
572981_0302_0584	1
572981_0218_0352	1
572981_0456_0586	1
572981_0247_0385	1
572981_0225_0491	1
572981_0121_0493	1
572981_0198_0306	1
572981_0072_0398	1
572981_0132_0014	1
572981_0343_0531	1
572981_0355_0317	2
572981_0179_0355	1
572981_0237_0171	1
572981_0254_0272	1
572981_0211_0559	3
572981_0261_0159	1
572981_0068_0258	1
572981_0015_0399	1
572981_0008_0142	1
572981_0424_0024	1
572981_0042_0414	1
572981_0082_0596	1
572981_0025_0021	1
572981_0328_0594	1
572981_0210_0276	1
572981_0153_0119	1
572981_0281_0271	1
572981_0132_0270	1
572981_0322_0496	1
572981_0346_0484	2
572981_0135_0565	2
572981_0141_0613	1
572981_0331_0063	1
572981_0190_0560	1
572981_0043_0153	1
572981_0285_0521	1
572981_0382_0300	1
572981_0273_0409	1
572981_0362_0474	1
572981_0332_0326	1
572981_0058_0244	1
572981_0149_0143	1
572981_0010_0076	1
572981_0250_0506	1
572981_0366_0054	1
572981_0169_0043	1
572981_0367_0163	1
572981_0288_0390	1
572981_0022_0552	1
572981_0268_0322	1
572981_0312_0534	1
572981_0304_0190	1
572981_0347_0299	1
572981_0195_0209	1
572981_0365_0183	1
572981_0262_0176	1
572981_0349_0225	1
572981_0377_0619	1
572981_0280_0416	1
572981_0195_0071	1
572981_0325_0005	1
572981_0092_0062	1
572981_0216_0374	1
572981_0348_0164	1
572981_0432_0466	1
572981_0293_0301	2
572981_0413_0421	1
572981_0160_0136	3
572981_0051_0123	3
572981_0380_0068	3
572981_0243_0189	1
572981_0316_0586	2
572981_0289_0295	3
572981_0243_0521	6
572981_0197_0209	1
572981_0245_0455	2
572981_0424_0020	1
572981_0119_0389	1
572981_0115_0447	1
572981_0304_0508	1
572981_0448_0308	1
572981_0111_0581	1
572981_0439_0573	1
572981_0452_0596	1
572981_0424_0072	1
572981_0224_0452	1
572981_0037_0339	1
572981_0081_0523	1
572981_0254_0146	1
572981_0127_0337	1
572981_0377_0051	1
572981_0078_0268	1
572981_0413_0419	1
572981_0007_0457	1
572981_0370_0272	1
572981_0270_0176	1
572981_0121_0009	1
572981_0140_0290	1
572981_0411_0485	1
572981_0252_0316	2
572981_0033_0207	1
572981_0003_0463	2
572981_0350_0568	2
572981_0288_0524	3
572981_0124_0348	2
572981_0304_0520	2
572981_0274_0310	1
572981_0412_0316	1
572981_0097_0629	1
572981_0005_0401	1
572981_0262_0606	1
572981_0241_0501	1
572981_0361_0101	1
572981_0083_0609	1
572981_0073_0551	1
572981_0428_0032	1
572981_0395_0353	1
572981_0291_0039	1
572981_0254_0368	1
572981_0411_0589	1
572981_0413_0515	1
572981_0006_0080	1
572981_0423_0205	1
572981_0148_0034	1
572981_0383_0011	1
572981_0069_0477	1
572981_0294_0614	1
572981_0357_0327	1
572981_0446_0558	1
572981_0219_0055	1
572981_0320_0360	1
572981_0423_0265	1
572981_0015_0455	1
572981_0040_0272	1
572981_0251_0047	1
572981_0283_0571	1
572981_0130_0482	1
572981_0135_0211	1
572981_0016_0066	1
572981_0178_0100	1
572981_0349_0119	1
572981_0325_0613	1
572981_0276_0066	1
572981_0263_0027	1
572981_0234_0134	1
572981_0127_0107	1
572981_0308_0474	1
572981_0092_0128	1
572981_0366_0424	1
572981_0382_0422	1
572981_0116_0412	1
572981_0275_0403	1
572981_0345_0269	1
572981_0249_0045	1
572981_0306_0404	1
572981_0356_0054	1
572981_0099_0559	1
572981_0132_0350	1
572981_0413_0449	1
572981_0050_0396	1
572981_0380_0454	1
572981_0254_0336	1
572981_0033_0193	1
572981_0167_0083	1
572981_0458_0416	1
572981_0235_0157	1
572981_0178_0304	1
572981_0144_0130	1
572981_0403_0419	1
572981_0288_0282	1
572981_0369_0511	1
572981_0380_0504	1
572981_0233_0037	1
572981_0133_0397	1
572981_0073_0329	1
572981_0457_0213	1
572981_0126_0436	1
572981_0304_0488	1
572981_0242_0254	1
572981_0284_0432	1
572981_0438_0128	1
572981_0290_0184	1
572981_0375_0247	1
572981_0123_0065	1
572981_0222_0358	1
572981_0426_0622	1
572981_0383_0549	1
572981_0152_0570	1
572981_0431_0353	1
572981_0444_0504	1
572981_0061_0151	1
572981_0292_0618	1
572981_0163_0559	1
572981_0129_0045	1
572981_0217_0069	1
572981_0049_0145	1
572981_0027_0093	1
572981_0094_0052	1
572981_0037_0237	1
572981_0262_0592	1
572981_0064_0610	1
572981_0321_0065	1
572981_0392_0096	1
572981_0386_0596	1
572981_0189_0315	1
572981_0061_0521	1
572981_0164_0548	1
572981_0063_0223	1
572981_0228_0268	1
572981_0028_0108	1
572981_0299_0357	1
572981_0126_0218	1
572981_0017_0505	1
572981_0105_0153	1
572981_0100_0620	1
572981_0289_0401	1
572981_0056_0508	3
572981_0268_0616	3
572981_0005_0343	2
572981_0247_0037	1
572981_0252_0108	2
572981_0439_0291	1
572981_0266_0606	2
572981_0102_0278	1
572981_0182_0284	1
572981_0048_0392	1
572981_0375_0467	1
572981_0252_0218	1
572981_0195_0311	1
572981_0203_0623	1
572981_0106_0218	1
572981_0156_0532	1
572981_0031_0549	1
572981_0074_0420	1
572981_0116_0322	1
572981_0069_0359	1
572981_0084_0452	1
572981_0277_0141	1
572981_0116_0240	1
572981_0205_0631	1
572981_0428_0270	1
572981_0334_0514	1
572981_0087_0169	3
572981_0180_0202	1
572981_0372_0090	3
572981_0331_0525	2
572981_0051_0241	2
572981_0223_0139	2
572981_0411_0487	1
572981_0103_0007	2
572981_0313_0617	2
572981_0367_0425	2
572981_0265_0399	2
572981_0026_0082	2
572981_0392_0392	1
572981_0443_0055	1
572981_0273_0219	2
572981_0025_0471	1
572981_0337_0287	1
572981_0444_0300	1
572981_0022_0234	1
572981_0258_0028	1
572981_0392_0078	1
572981_0034_0556	1
572981_0031_0283	1
572981_0404_0276	1
572981_0104_0400	1
572981_0227_0221	2
572981_0061_0615	2
572981_0130_0600	1
572981_0286_0374	1
572981_0056_0502	1
572981_0107_0109	1
572981_0113_0403	1
572981_0389_0543	1
572981_0223_0437	1
572981_0167_0295	1
572981_0445_0557	1
572981_0296_0368	1
572981_0039_0053	1
572981_0298_0318	1
572981_0077_0411	1
572981_0378_0108	1
572981_0282_0386	1
572981_0065_0243	1
572981_0253_0261	1
572981_0332_0374	1
572981_0159_0289	1
572981_0181_0495	1
572981_0226_0508	1
572981_0348_0480	2
572981_0327_0303	2
572981_0351_0609	1
572981_0253_0269	1
572981_0295_0467	1
572981_0282_0568	1
572981_0205_0015	1
572981_0196_0268	1
572981_0170_0630	1
572981_0092_0404	1
572981_0221_0561	1
572981_0209_0623	1
572981_0148_0202	1
572981_0458_0304	1
572981_0445_0435	1
572981_0054_0236	1
572981_0092_0266	1
572981_0324_0048	1
572981_0103_0631	1
572981_0057_0447	1
572981_0343_0351	1
572981_0326_0112	1
572981_0248_0266	1
572981_0111_0323	1
572981_0193_0223	1
572981_0356_0428	1
572981_0441_0383	1
572981_0010_0212	1
572981_0236_0042	1
572981_0183_0493	1
572981_0374_0132	1
572981_0259_0251	1
572981_0317_0439	1
572981_0062_0376	1
572981_0428_0174	1
572981_0065_0535	1
572981_0067_0425	1
572981_0353_0347	1
572981_0076_0274	1
572981_0337_0303	1
572981_0014_0136	1
572981_0257_0387	1
572981_0377_0623	1
572981_0166_0280	1
572981_0212_0332	1
572981_0042_0370	1
572981_0209_0531	1
572981_0208_0368	1
572981_0119_0307	2
572981_0196_0506	1
572981_0187_0485	1
572981_0176_0236	1
572981_0332_0574	1
572981_0416_0596	1
572981_0023_0149	1
572981_0363_0071	1
572981_0435_0013	1
572981_0294_0530	1
572981_0267_0067	1
572981_0317_0609	1
572981_0009_0023	1
572981_0362_0362	1
572981_0385_0243	1
572981_0384_0252	1
572981_0103_0219	1
572981_0317_0139	1
572981_0234_0432	1
572981_0050_0592	1
572981_0172_0356	1
572981_0433_0371	1
572981_0083_0139	1
572981_0168_0192	1
572981_0321_0513	1
572981_0358_0366	1
572981_0213_0335	1
572981_0337_0243	1
572981_0195_0511	1
572981_0401_0107	1
572981_0099_0133	1
572981_0012_0040	1
572981_0147_0117	1
572981_0189_0461	1
572981_0388_0108	1
572981_0359_0447	1
572981_0144_0224	1
572981_0267_0447	1
572981_0183_0251	1
572981_0390_0220	1
572981_0409_0299	1
572981_0086_0144	1
572981_0311_0021	1
572981_0404_0062	1
572981_0350_0390	1
572981_0136_0050	1
572981_0129_0223	1
572981_0330_0010	1
572981_0240_0286	1
572981_0444_0156	1
572981_0442_0358	2
572981_0287_0521	1
572981_0367_0615	1
572981_0316_0298	1
572981_0364_0524	1
572981_0191_0111	1
572981_0293_0539	1
572981_0077_0287	1
572981_0125_0563	1
572981_0147_0537	1
572981_0151_0273	1
572981_0438_0618	1
572981_0407_0537	1
572981_0015_0067	1
572981_0421_0431	1
572981_0448_0532	1
572981_0374_0360	1
572981_0109_0047	1
572981_0236_0432	1
572981_0065_0421	1
572981_0145_0377	1
572981_0062_0238	1
572981_0051_0589	1
572981_0225_0039	1
572981_0417_0291	1
572981_0264_0066	1
572981_0025_0349	1
572981_0145_0243	1
572981_0055_0179	1
572981_0145_0331	1
572981_0435_0381	1
572981_0085_0061	1
572981_0140_0318	1
572981_0312_0554	1
572981_0365_0059	1
572981_0168_0434	1
572981_0456_0260	1
572981_0236_0372	1
572981_0374_0370	1
572981_0295_0545	1
572981_0456_0426	1
572981_0374_0070	3
572981_0188_0300	3
572981_0326_0386	3
572981_0418_0402	1
572981_0148_0372	1
572981_0251_0557	1
572981_0264_0068	1
572981_0368_0608	1
572981_0387_0133	1
572981_0357_0211	1
572981_0214_0254	1
572981_0213_0135	2
572981_0369_0075	2
572981_0320_0050	2
572981_0440_0276	2
572981_0378_0238	1
572981_0248_0066	1
572981_0455_0275	1
572981_0199_0365	1
572981_0077_0567	1
572981_0388_0202	1
572981_0081_0383	1
572981_0098_0618	1
572981_0083_0391	1
572981_0350_0168	1
572981_0128_0386	1
572981_0422_0354	1
572981_0172_0520	1
572981_0224_0460	1
572981_0293_0249	1
572981_0243_0543	1
572981_0108_0552	1
572981_0188_0302	1
572981_0335_0419	1
572981_0025_0505	1
572981_0104_0628	1
572981_0332_0400	1
572981_0189_0603	1
572981_0249_0389	1
572981_0450_0178	1
572981_0338_0612	1
572981_0442_0498	1
572981_0010_0118	1
572981_0094_0428	1
572981_0032_0044	1
572981_0205_0201	1
572981_0425_0111	1
572981_0226_0082	1
572981_0135_0285	1
572981_0056_0262	1
572981_0452_0320	1
572981_0325_0239	1
572981_0014_0422	1
572981_0138_0024	2
572981_0406_0184	1
572981_0427_0603	1
572981_0294_0588	1
572981_0034_0570	1
572981_0366_0586	1
572981_0016_0302	1
572981_0094_0378	2
572981_0381_0033	1
572981_0120_0602	1
572981_0031_0513	1
572981_0137_0361	1
572981_0314_0620	1
572981_0274_0244	1
572981_0145_0501	1
572981_0139_0223	1
572981_0096_0332	1
572981_0128_0614	1
572981_0291_0531	1
572981_0130_0298	1
572981_0320_0510	1
572981_0071_0291	1
572981_0370_0594	1
572981_0145_0013	1
572981_0089_0385	1
572981_0133_0633	1
572981_0028_0242	1
572981_0393_0507	1
572981_0113_0453	1
572981_0143_0207	1
572981_0289_0459	1
572981_0323_0349	1
572981_0180_0306	1
572981_0162_0352	1
572981_0342_0580	1
572981_0372_0332	1
572981_0043_0599	1
572981_0261_0095	1
